"source","term_literal","term_uri","text","validation_outcome"
"https://www.europeana.eu/it/item/08611/censorship38524","Carogna","http://data.europa.eu/c4p/data/t_58_it","Due sporche carogne
				                 
				                 Adieu l'ami","accept"
"https://www.europeana.eu/it/item/08611/censorship38534","Carogna","http://data.europa.eu/c4p/data/t_58_it","Quella carogna di Frank Mitraglia
				                 
				                 grande chasse","accept"
"https://www.europeana.eu/it/item/08611/censorship38639","Bastardo","http://data.europa.eu/c4p/data/t_31_it","scatenato, il bastardo, il rinnegato
				                 
				                 Um Null Uhr Schnappt","accept"
"https://www.europeana.eu/it/item/08611/censorship38640","Carogna","http://data.europa.eu/c4p/data/t_58_it","Sette sporche carogne
				                 
				                 Wilcze Echa","accept"
"https://www.europeana.eu/it/item/08611/censorship3894","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Vita di zingari
				                 
				                 Gypsy Life","accept"
"https://www.europeana.eu/it/item/08611/censorship39852","Razza","http://data.europa.eu/c4p/data/t_12_it","Israele, punto d'incontro di razze e di religioni","accept"
"https://www.europeana.eu/it/item/08611/censorship40056","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Django il bastardo","accept"
"https://www.europeana.eu/it/item/08611/censorship41318","Bastardo","http://data.europa.eu/c4p/data/t_31_it","mucchio di bastardi
				                 
				                 Losers","accept"
"https://www.europeana.eu/it/item/08611/censorship42724","Prostituta","http://data.europa.eu/c4p/data/t_29_it","notti boccaccesche di un libertino e di una candida prostituta
				                 
				                 Raphael ou le debauché","accept"
"https://www.europeana.eu/it/item/08611/censorship42756","Carogna","http://data.europa.eu/c4p/data/t_58_it","Sei una carogna... e t'ammazzo!
				                 
				                 cuerda al amanecer","accept"
"https://www.europeana.eu/it/item/08611/censorship43507","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Bastardi si nasce carogne si diventa
				                 
				                 Brave Bunch","accept"
"https://www.europeana.eu/it/item/08611/censorship45839","Nano","http://data.europa.eu/c4p/data/t_18_it","5 superman contro i nani venuti dallo spazio
				                 
				                 campeones justicieros","accept"
"https://www.europeana.eu/it/item/08611/censorship46687","Razza","http://data.europa.eu/c4p/data/t_12_it","Razza padrona
				                 
				                 Supermarkt","accept"
"https://www.europeana.eu/it/item/08611/censorship46803","Negro","http://data.europa.eu/c4p/data/t_7_it","Addio ragazza negra
				                 
				                 Mi sorella negra
				                 
				                 Rosas blancas para mi herma negra","accept"
"https://www.europeana.eu/it/item/08611/censorship47180","Negro","http://data.europa.eu/c4p/data/t_7_it","ragazza dalla pelle di corallo
                                                 
                                                 Mayra, la venus negra","accept"
"https://www.europeana.eu/it/item/08611/censorship48654","Razza","http://data.europa.eu/c4p/data/t_12_it","Razza schiava
				                 
				                 Slavers","accept"
"https://www.europeana.eu/it/item/08611/censorship49375","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Sbirri bastardi
				                 
				                 Sweeney 2","accept"
"https://www.europeana.eu/it/item/08611/censorship4942","Nano","http://data.europa.eu/c4p/data/t_18_it","sette nani alla riscossa","accept"
"https://www.europeana.eu/it/item/08611/censorship49433","Zingaro","http://data.europa.eu/c4p/data/t_13_it","re degli zingari
				                 
				                 King of Gypsies","accept"
"https://www.europeana.eu/it/item/08611/censorship49758","Sodomia","http://data.europa.eu/c4p/data/t_35_it","Sodomia
				                 
				                 visita del vizio
				                 
				                 visita del vicio","accept"
"https://www.europeana.eu/it/item/08611/censorship50015","Adescatrice","http://data.europa.eu/c4p/data/t_55_it","adescatrice
				                 
				                 kegyelmes úr rokona","accept"
"https://www.europeana.eu/it/item/08611/censorship50310","Cortigiana","http://data.europa.eu/c4p/data/t_30_it","Cortigiana di Siviglia
				                 
				                 Andalusische Nächte","accept"
"https://www.europeana.eu/it/item/08611/censorship51819","Clandestino","http://data.europa.eu/c4p/data/t_1_it","Clandestino a bordo","accept"
"https://www.europeana.eu/it/item/08611/censorship52999","Carogna","http://data.europa.eu/c4p/data/t_58_it","Sette colt per sette carogne
				                 
				                 Vuela del Mexicano","accept"
"https://www.europeana.eu/it/item/08611/censorship5329","Clandestino","http://data.europa.eu/c4p/data/t_1_it","Clandestino a Trieste","accept"
"https://www.europeana.eu/it/item/08611/censorship54208","Cortigiana","http://data.europa.eu/c4p/data/t_30_it","Cortigiana","accept"
"https://www.europeana.eu/it/item/08611/censorship54267","Razza","http://data.europa.eu/c4p/data/t_12_it","Prestigio di razza","accept"
"https://www.europeana.eu/it/item/08611/censorship5514","Cortigiana","http://data.europa.eu/c4p/data/t_30_it","carriera di un libertino
				                 
				                 carriera di un libertino e la carriera di una cortigiana","accept"
"https://www.europeana.eu/it/item/08611/censorship55172","Nano","http://data.europa.eu/c4p/data/t_18_it","Regno dei nani","accept"
"https://www.europeana.eu/it/item/08611/censorship55503","Nano","http://data.europa.eu/c4p/data/t_18_it","Topolino nel paese dei nani","accept"
"https://www.europeana.eu/it/item/08611/censorship55521","Negro","http://data.europa.eu/c4p/data/t_7_it","Bouboule I re negro","accept"
"https://www.europeana.eu/it/item/08611/censorship55961","Negro","http://data.europa.eu/c4p/data/t_7_it","Piccolo negro Sambo","accept"
"https://www.europeana.eu/it/item/08611/censorship57856","Cortigiana","http://data.europa.eu/c4p/data/t_30_it","Cortigiana di Siviglia","accept"
"https://www.europeana.eu/it/item/08611/censorship59962","Clandestino","http://data.europa.eu/c4p/data/t_1_it","clandestini della frontiera
				                 
				                 Vintage","accept"
"https://www.europeana.eu/it/item/08611/censorship60384","Clandestino","http://data.europa.eu/c4p/data/t_1_it","Clandestina a Tahiti
				                 
				                 passeger clandestin","accept"
"https://www.europeana.eu/it/item/08611/censorship63029","Clandestino","http://data.europa.eu/c4p/data/t_1_it","avventurieri di San Juano
				                 
				                 Cargaison clandestine","accept"
"https://www.europeana.eu/it/item/08611/censorship63317","Negro","http://data.europa.eu/c4p/data/t_7_it","Bouboule I° Re negro
				                 
				                 Avventure in Africa
				                 
				                 Bouboule I°, roi négre","accept"
"https://www.europeana.eu/it/item/08611/censorship67720","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Radar Film Giornale di attualità N. 736
				                 
				                 Italia: A Via Margutta esposti i disegni di mille bambini di tutto il mondo per una manifestazione di solidarietà con gli handicappati","accept"
"https://www.europeana.eu/it/item/08611/censorship72458","Prostituta","http://data.europa.eu/c4p/data/t_29_it","Vita scabrosa di una prostituta
				                 
				                 Intimidades de una prostituta","accept"
"https://www.europeana.eu/it/item/08611/censorship73989","Razza","http://data.europa.eu/c4p/data/t_12_it","Razza selvaggia","accept"
"https://www.europeana.eu/it/item/08611/censorship74288","Adescatrice","http://data.europa.eu/c4p/data/t_55_it","porno adescatrice
				                 
				                 rabatteuse","accept"
"https://www.europeana.eu/it/item/08611/censorship75675","Negro","http://data.europa.eu/c4p/data/t_7_it","figli del Nilo vivono la musica negra","accept"
"https://www.europeana.eu/it/item/08611/censorship76554","Bisex","http://data.europa.eu/c4p/data/t_26_it","amante bisex","accept"
"https://www.europeana.eu/it/item/08611/censorship77587","Razza","http://data.europa.eu/c4p/data/t_12_it","Razza violenta","accept"
"https://www.europeana.eu/it/item/08611/censorship9296","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Passano gli zingari","accept"
"https://www.europeana.eu/it/item/08611/censorship9997","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Noi bastardi","accept"
"https://www.europeana.eu/it/item/18/IEI0373181","Razza","http://data.europa.eu/c4p/data/t_12_it","Si deve spezzare la catena in cui i tdeschi vorrebbero stringerci! Solamente così possiamo vincere e soltanto combattendo potremo liberarci da quella razza maledetta, soldati, cittadini, ancora uno sforzo per infrangere la catena!","accept"
"https://www.europeana.eu/it/item/2048024/Athena_Plus_ProvidedCHO_Biblioteca_nazionale_centrale_di_Roma_oai_bncrm_librari_beniculturali_it_manoscrittomoderno_ARC14XVI262_BNCR_DAN23716_001","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Lo zingaro che fu con D'Annunzio","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000042042","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Il servizio parla della riabilitazione degli handicappati e propone le scuole differenziali come soluzione del problema. Nel servizio viene mostrato un laboratorio dove ragazzi subnormali possono imparare dei lavori manuali.","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000043369","Immigrato","http://data.europa.eu/c4p/data/t_5_it","Nel servizio sono presentati due aspetti del fenomeno dell'abusivismo: le costruzioni degli immigrati senza casa che cercano una soluzione al problema dell'alloggio, i cantieri abusivi nelle zone archeologiche nei pressi di Roma, abitazioni residenziali costruite senza licenza edilizia.","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000045156","Negro","http://data.europa.eu/c4p/data/t_7_it","Potere negro","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000048528","Zingaro","http://data.europa.eu/c4p/data/t_13_it","La morte della regina degli zingari.","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000077157","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Daniele Scaglioni, pittore con handicap, costuisce con le sue opere un fondo finalizzato all'acquisto di una casa albergo al mare per gli handicappati.","accept"
"https://www.europeana.eu/it/item/2051914/data_euscreenXL_IL5000077619","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Recital della cantante lirica Vera Olivero presso l'auditorium di Milano organizzato dall'associazione di genitori ""La Fra"" per sensibilizzare l'opinione pubblica sul problema dell'inserimento degli handicappati nella società","accept"
"https://www.europeana.eu/it/item/285/gam17749","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Donna con bambino (Corso di zingari)","accept"
"https://www.europeana.eu/it/item/285/gam2050","Nano","http://data.europa.eu/c4p/data/t_18_it","Caricatura di uomo seduto e nano Baiocco","accept"
"https://www.europeana.eu/it/item/285/gam27752","Nano","http://data.europa.eu/c4p/data/t_18_it","Alba - Casa della danza dei nani","accept"
"https://www.europeana.eu/it/item/433/photo_004_004075_129780","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Vittorio Fleischner e Vincenzo Cassera, Presidente e vice Presidente del Centro internazionale ricerche per l'autosufficienza degli handicappati, con una delegazione di disabili","accept"
"https://www.europeana.eu/it/item/433/photo_004_004075_129781","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Vittorio Fleischner e Vincenzo Cassera, Presidente e vice Presidente del Centro internazionale ricerche per l'autosufficienza degli handicappati, con una delegazione di disabili","accept"
"https://www.europeana.eu/it/item/433/photo_004_049199_173477","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Gruppo di studenti handicappati dell'Istituto Elisabethium di Axams (Austria)","accept"
"https://www.europeana.eu/it/item/433/photo_004_049199_173478","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Gruppo di studenti handicappati dell'Istituto Elisabethium di Axams (Austria)","accept"
"https://www.europeana.eu/it/item/433/photo_004_049199_173479","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Gruppo di studenti handicappati dell'Istituto Elisabethium di Axams (Austria)","accept"
"https://www.europeana.eu/it/item/433/photo_004_049199_173480","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Gruppo di studenti handicappati dell'Istituto Elisabethium di Axams (Austria)","accept"
"https://www.europeana.eu/it/item/433/photo_004_049199_173481","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Gruppo di studenti handicappati dell'Istituto Elisabethium di Axams (Austria)","accept"
"https://www.europeana.eu/it/item/433/photo_004_090664_132636","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Vittorio Fleischner e Vincenzo Cassera, presidente e vicepresidente del Centro internazionale ricerche per l'autosufficienza degli handicappati, con una delegazione di disabili","accept"
"https://www.europeana.eu/it/item/433/photo_004_090664_132637","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Vittorio Fleischner e Vincenzo Cassera, presidente e vicepresidente del Centro internazionale ricerche per l'autosufficienza degli handicappati, con una delegazione di disabili","accept"
"https://www.europeana.eu/it/item/433/photo_004_090664_132638","Handicappato","http://data.europa.eu/c4p/data/t_46_it","Vittorio Fleischner e Vincenzo Cassera, presidente e vicepresidente del Centro internazionale ricerche per l'autosufficienza degli handicappati, con una delegazione di disabili","accept"
"https://www.europeana.eu/it/item/446/ASILS_Fondo_Giulio_Andreotti_Discorsi0508","Immigrato","http://data.europa.eu/c4p/data/t_5_it","Milano, al Convegno italo-africano. Visita al Centro immigrati","accept"
"https://www.europeana.eu/it/item/446/CB0007_MSM_0178191","Cafone","http://data.europa.eu/c4p/data/t_52_it","'titolo uniforme:' Cessate o cafoni quel suono festoso; 'altre varianti:' Cessate oh cafoni quel suono festoso, cafoni","accept"
"https://www.europeana.eu/it/item/446/CCFototeca_ReDa_SC05_N_SEL3_001","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Zingari a Città di Castello","accept"
"https://www.europeana.eu/it/item/446/CCFototeca_ReDa_SC05_N_SEL5_001","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Campo di zingari nella periferia di Città di Castello","accept"
"https://www.europeana.eu/it/item/446/CCFototeca_ReDa_SC05_N_SEL6_001","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Zingari a Città di Castello","accept"
"https://www.europeana.eu/it/item/446/CCFototeca_TACC_OBN_93","Immigrato","http://data.europa.eu/c4p/data/t_5_it","Immigrati marocchini accampati lungo il Tevere a Città di Castello","accept"
"https://www.europeana.eu/it/item/446/CCFototeca_TACC_OBN_94","Immigrato","http://data.europa.eu/c4p/data/t_5_it","Immigrati marocchini accampati lungo il Tevere a Città di Castello","accept"
"https://www.europeana.eu/it/item/446/FOG419624","Nano","http://data.europa.eu/c4p/data/t_18_it","I sette nani alla riscossa","accept"
"https://www.europeana.eu/it/item/446/FOG420241","Zingaro","http://data.europa.eu/c4p/data/t_13_it","La Globe films international presenta una produzione Soc. Coop. ""25 aprile"". Giorni di gloria. Regia di Isacco Nahoum, Giovanni Canavero, Alfieri Canavero, Gianni Dolino. Commento di Italo Calvino e Paolo Spriano. Supervisione di Mario Serandrei. Distribuzione Globe films international. ""Il Duce entrerà nella storia come l'ultimo discendente degli antichi romani. Dietro la sua possente figura un popolo di zingari finirà imputridito"" Adolf Hitler. ""Io, in vent'anni, la razza non la potevo cambiare"" Mussolini","accept"
"https://www.europeana.eu/it/item/446/FOG420319","Cortigiana","http://data.europa.eu/c4p/data/t_30_it","Frine cortigiana d'oriente","accept"
"https://www.europeana.eu/it/item/446/FOG420611","Carogna","http://data.europa.eu/c4p/data/t_58_it","Sette sporche carogne","accept"
"https://www.europeana.eu/it/item/446/FOG421230","Carogna","http://data.europa.eu/c4p/data/t_58_it","Morte di una carogna","accept"
"https://www.europeana.eu/it/item/446/FOG421375","Razza","http://data.europa.eu/c4p/data/t_12_it","Razza schiava","accept"
"https://www.europeana.eu/it/item/446/FOG422937","Bastardo","http://data.europa.eu/c4p/data/t_31_it","4 Bastardi per un posto all'inferno","accept"
"https://www.europeana.eu/it/item/446/FOG423113","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Si può essere più bastardi dell'ispettore Cliff?","accept"
"https://www.europeana.eu/it/item/446/FOG423169","Bastardo","http://data.europa.eu/c4p/data/t_31_it","Un mucchio di bastardi","accept"
"https://www.europeana.eu/it/item/446/FOG423413","Carogna","http://data.europa.eu/c4p/data/t_58_it","Quella carogna di Frank Mitraglia","accept"
"https://www.europeana.eu/it/item/446/FOG424765","Zingaro","http://data.europa.eu/c4p/data/t_13_it","Il re degli zingari","accept"
"https://www.europeana.eu/it/item/446/FOG425001","Nano","http://data.europa.eu/c4p/data/t_18_it","5 supermen contro i nani venuti dallo spazio","accept"
"https://www.europeana.eu/it/item/446/FOG425070","Negro","http://data.europa.eu/c4p/data/t_7_it","Addio ragazza negra","accept"
"https://www.europeana.eu/it/item/446/FOG537601","Fesso","http://data.europa.eu/c4p/data/t_56_it","Ogni giorno nasce un fesso","accept"
"https://www.europeana.eu/it/item/446/GE38000690","Razza","http://data.europa.eu/c4p/data/t_12_it","Distribuzione della specie umana distribuite nelle sue razze principali","accept"
"https://www.europeana.eu/it/item/446/MIL0874598","Frocio","http://data.europa.eu/c4p/data/t_21_it","Contiene: 1. Vacci piano ; 2. Blues degli orti metropolitani ; 3. Meglio un figlio ladro che un figlio frocio ; 4. Ti voglio così ; 5. Col mare di fronte ; 6. Nostalgia della miseria ; 7. Sbagliando nota ; 8. Sono un ribelle mamma ; 9. Gran viaggino ; 10. Ho perso il filobus ; 11. Pene d'amore ; 12. Gelati ; 13. Io dentro ; 14. Gli italiani son felici ; 15. Non hai vinto ritenta ; 16. Permanent flebo ; 17. Eptadone ; 18. Sesso pazzo","accept"
"https://www.europeana.eu/it/item/446/NA0059_C12_18_F3570","Zingaro","http://data.europa.eu/c4p/data/t_13_it","In alto, sul figurino: N.15 Moraimo luogotenente dei[!] zingari - Signor Wietzzelli[!] [ecc.]. Interprete: Wietzel, Nicola","accept"
"https://www.europeana.eu/it/item/446/NA0059_C12_18_F3571","Zingaro","http://data.europa.eu/c4p/data/t_13_it","In alto, sul figurino: N.16 Banda dei zingari: Il M.o solito. Interprete: Banda","accept"
"https://www.europeana.eu/it/item/446/RM0255_DIG_1698","Travestito","http://data.europa.eu/c4p/data/t_27_it","In alto al centro: ""Giusta preoccupazione""; ""Il Tedesco (al fascista) - E ...dimmi... siamo proprio sicuri che, data l'aria che / spira quì, questi manifesti non siano...ehm... male interpretati?..."" In basso al centro: ""Buona caccia..."";""Dubbio atroce..."";""Il baldo S.S. (uscendo di casa per andare a caccia di arruolati renitenti):/ Come mi va, mi va male...Quello scorfano lì o é/ un renitente travestito, e Kesserling si arrabbia... O é davvero una gobba e allora oggi non prendo niente.... Al centro timbro ovale a inchiostro: ""Biblioteca Storia Mod. e Contemp.""","reject"
"https://www.europeana.eu/it/item/446/RM0255_DIG_1767","Razza","http://data.europa.eu/c4p/data/t_12_it","Avidità di lucro e rapina...caratteristiche della razza ebraica","accept"
"https://www.europeana.eu/it/item/446/RM0255_DIG_2850","Sodomia","http://data.europa.eu/c4p/data/t_35_it","Il mostro regge con i denti la croce austriaca, dietro molti altri mostri con sulle teste le scritte: cupidigia, spionaggio, bruttezza, balordaggine, cattivo gusto, sodomia, barbarie, vigliaccheria, militarismo imp","accept"
"https://www.europeana.eu/it/item/446/RM0255_DIG_986","Nano","http://data.europa.eu/c4p/data/t_18_it","Le due ragazze sono fotografate in un villaggio tra persone che camminano: un nano, una donna e un bambino","accept"
"https://www.europeana.eu/it/item/446/RM0255_DIG_997","Nano","http://data.europa.eu/c4p/data/t_18_it","Per terra donne e bambine poggiate ai tipici contenitori, i tungi, un nano inpiedi e sullo sfondo degli ascari","accept"
"https://www.europeana.eu/it/item/446/RMLE042124","Sodomia","http://data.europa.eu/c4p/data/t_35_it","Sodomia","accept"
"https://www.europeana.eu/it/item/617/Foto_Sport_I_n_1_27_10_1951_41","Negro","http://data.europa.eu/c4p/data/t_7_it","Eliot Van Zandt, il poderoso negro che allena gli azzurri della pallacanestro","accept"
